pm_timestamp,pm_processid,pm_user,pm_action,changeby,changedate,wostatusid,orgid,wonum,status,actlabcost,jpnum,estatapprlabcost,assetlocpriority,siteid,status_description,wopriority,actmatcost,actlabhrs,calcpriority,woclass_description,supervisor,description,assetnum,actintlabcost,worktype,estlabcost,location
1998-12-31T13:47:00-06:00,1007,MAXIMO,WAPPR,MAXIMO,1998-12-31T13:47:00-06:00,400,EAGLENA,1007,WAPPR,0,JP1314A,111,2,BEDFORD,Approved,8,122.55,0,8,Work Order,ED,Packaging Mach. Elevator & Drainpan Inspection,13141,0,CM,111,BPM3100
1998-12-31T09:33:00-06:00,1008,MAXIMO,WAPPR,MAXIMO,1998-12-31T09:33:00-06:00,399,EAGLENA,1008,WAPPR,0,,0,5,BEDFORD,Waiting on approval,7,0,0,7,Work Order,ED,Repair Damaged Conduit Feeding Generator,11230,0,CM,226.63,BR230
1999-01-01T15:51:42-06:00,1009,MAXIMO,WSCH,MAXIMO,1999-01-01T15:51:42-06:00,359,EAGLENA,1009,WSCH,0,JP13140,100,4,BEDFORD,In progress,8,136,0,8,Work Order,,12 Month Service on Shipping Dept #2 Conveyor,12700,0,PM,100,SHIPPING
1999-01-01T16:09:00-06:00,1009,MAXIMO,INPRG,MAXIMO,1999-01-01T16:09:00-06:00,378,EAGLENA,1009,INPRG,0,JP13140,100,4,BEDFORD,In progress,8,136,0,8,Work Order,,12 Month Service on Shipping Dept #2 Conveyor,12700,0,PM,100,SHIPPING
1999-01-19T14:05:00-06:00,1013,MAXIMO,APPR,MAXIMO,1999-01-19T14:05:00-06:00,446,EAGLENA,1013,APPR,74,,0,5,BEDFORD,Approved,5,134,4,5,Work Order,ED,Inspect and Repair Pump as Required,11470,74,CM,0,REPAIR
1999-01-19T14:00:01-06:00,1013,MAXIMO,WAPPR,MAXIMO,1999-01-19T14:00:01-06:00,515,EAGLENA,1013,WAPPR,74,,0,5,BEDFORD,Approved,5,134,4,5,Work Order,ED,Inspect and Repair Pump as Required,11470,74,CM,0,REPAIR
1999-01-15T19:03:45-06:00,1018,MAXIMO,WAPPR,MAXIMO,1999-01-15T19:03:45-06:00,450,EAGLENA,1018,WAPPR,0,,0,5,BEDFORD,Waiting on approval,4,0,0,4,Work Order,ED,Paint Guard Rail Around #1 Fan,11210,0,CM,0,BR210
1999-04-03T17:30:22-06:00,1019,MAXIMO,WSCH,MAXIMO,1999-04-03T17:30:22-06:00,451,EAGLENA,1019,WSCH,74,JP1314A,74,4,BEDFORD,Completed,8,3.84,4,8,Work Order,,Conveyor Overhaul- Pkg. Dept.,13140,74,PM,74,BPM3100
1999-04-07T17:32:00-05:00,1019,MAXIMO,COMP,MAXIMO,1999-04-07T17:32:00-05:00,452,EAGLENA,1019,COMP,74,JP1314A,74,4,BEDFORD,Completed,8,3.84,4,8,Work Order,,Conveyor Overhaul- Pkg. Dept.,13140,74,PM,74,BPM3100
1999-04-07T17:32:00-05:00,1019,MAXIMO,INPRG,MAXIMO,1999-04-07T17:32:00-05:00,518,EAGLENA,1019,INPRG,74,JP1314A,74,4,BEDFORD,Completed,8,3.84,4,8,Work Order,,Conveyor Overhaul- Pkg. Dept.,13140,74,PM,74,BPM3100
2004-05-04T18:44:24-05:00,1020,MAXIMO,WSCH,MAXIMO,2004-05-04T18:44:24-05:00,456,EAGLENA,1020,WSCH,0,JP11210,481,5,BEDFORD,Waiting to be scheduled,2,0,0,8,Work Order,JOEO,Generator Overhaul,11230,0,EM,481,BR230
2001-03-29T18:44:52-06:00,1021,MAXIMO,WSCH,MAXIMO,2001-03-29T18:44:52-06:00,457,EAGLENA,1021,WSCH,0,JP1314A,74,4,BEDFORD,Waiting to be scheduled,8,0,0,8,Work Order,JOEO,Conveyor Overhaul- Conveyor #2,12700,0,PM,74,SHIPPING
2001-03-29T18:45:20-06:00,1022,MAXIMO,WSCH,MAXIMO,2001-03-29T18:45:20-06:00,458,EAGLENA,1022,WSCH,0,JP12300,18.5,2,BEDFORD,Waiting to be scheduled,3,0,0,3,Work Order,JOEO,Electric Cart Tune-Up,12300,0,PM,18.5,SHIPPING
2001-03-29T18:45:49-06:00,1023,MAXIMO,WSCH,MAXIMO,2001-03-29T18:45:49-06:00,459,EAGLENA,1023,WSCH,0,JP1314A,74,4,BEDFORD,Waiting to be scheduled,8,0,0,8,Work Order,,Conveyor Overhaul- Conveyor #1,12600,0,PM,74,SHIPPING
2001-03-29T18:46:17-06:00,1024,MAXIMO,WSCH,MAXIMO,2001-03-29T18:46:17-06:00,460,EAGLENA,1024,WSCH,0,JP11430A,74,4,BEDFORD,Waiting to be scheduled,6,0,0,9,Work Order,,Condensate Return Pump Quarterly Service,11430,0,PM,74,BR430
2001-03-29T18:47:04-06:00,1025,MAXIMO,WSCH,MAXIMO,2001-03-29T18:47:04-06:00,461,EAGLENA,1025,WSCH,0,JP1314A,74,4,BEDFORD,Waiting to be scheduled,6,0,0,8,Work Order,JONES,Conveyor Overhaul- Pkg. Dept.,13140,0,PM,74,BPM3100
2001-03-29T18:47:26-06:00,1026,MAXIMO,WSCH,MAXIMO,2001-03-29T18:47:26-06:00,462,EAGLENA,1026,WSCH,0,INS11200,55.5,4,BEDFORD,Waiting to be scheduled,6,0,0,9,Work Order,JONES,HVAC Quarterly Inspections & Certification,11200,0,PM,55.5,BR200
2001-03-29T18:47:49-06:00,1027,MAXIMO,WSCH,MAXIMO,2001-03-29T18:47:49-06:00,463,EAGLENA,1027,WSCH,0,INS11300,55.5,5,BEDFORD,Waiting to be scheduled,5,0,0,9,Work Order,JONES,Compressor Quarterly Inspection and Certification,11300,0,PM,55.5,BR300
2001-03-29T18:48:10-06:00,1028,MAXIMO,WSCH,MAXIMO,2001-03-29T18:48:10-06:00,464,EAGLENA,1028,WSCH,0,INS11460,55.5,5,BEDFORD,Waiting to be scheduled,7,0,0,9,Work Order,,Burner Quarterly Inspection and Certification,11460,0,PM,55.5,BR460
2001-03-29T18:48:35-06:00,1029,MAXIMO,WSCH,MAXIMO,2001-03-29T18:48:35-06:00,465,EAGLENA,1029,WSCH,0,INS12200,46.25,5,BEDFORD,Waiting to be scheduled,7,0,0,7,Work Order,,Crane Quarterly Inspection and Certification,12210,0,PM,46.25,SHIPPING
2001-03-29T18:49:01-06:00,1030,MAXIMO,WSCH,MAXIMO,2001-03-29T18:49:01-06:00,466,EAGLENA,1030,WSCH,0,INS12100,46.25,3,BEDFORD,Waiting to be scheduled,7,0,0,7,Work Order,KAZMIER,Forklift #1 Quarterly Inspection and Certification,12100,0,PM,46.25,SHIPPING
2001-03-29T18:49:27-06:00,1031,MAXIMO,WSCH,MAXIMO,2001-03-29T18:49:27-06:00,467,EAGLENA,1031,WSCH,0,INS-SUBSYS,55.5,3,BEDFORD,Waiting to be scheduled,6,0,0,9,Work Order,KAZMIER,Top Breaker Quarterly Inspection and Certification,13150,0,PM,55.5,BPM3100
2001-03-29T18:49:56-06:00,1032,MAXIMO,WSCH,MAXIMO,2001-03-29T18:49:56-06:00,468,EAGLENA,1032,WSCH,0,INS-SUBSYS,55.5,3,BEDFORD,Waiting to be scheduled,9,0,0,9,Work Order,KAZMIER,Feeder System Inspection and Certification,13110,0,PM,55.5,BPM3100
2001-03-29T18:50:22-06:00,1033,MAXIMO,WSCH,MAXIMO,2001-03-29T18:50:22-06:00,519,EAGLENA,1033,WSCH,0,INS-SUBSYS,55.5,2,BEDFORD,Waiting to be scheduled,5,0,0,9,Work Order,,Filler/Lifter System Inspection and Certification,13160,0,PM,55.5,BPM3100
2001-03-29T18:50:48-06:00,1034,MAXIMO,WSCH,MAXIMO,2001-03-29T18:50:48-06:00,469,EAGLENA,1034,WSCH,0,INS-SUBSYS,55.5,3,BEDFORD,Waiting to be scheduled,7,0,0,9,Work Order,,Bottom Sealing System Inspection and Certification,13120,0,PM,55.5,BPM3100
2001-03-29T18:51:20-06:00,1035,MAXIMO,WSCH,MAXIMO,2001-03-29T18:51:20-06:00,470,EAGLENA,1035,WSCH,0,INS13141,46.25,2,BEDFORD,Waiting to be scheduled,3,0,0,9,Work Order,MARCUS,PKG Dept. Elevator Inspections & Certification,13141,0,PM,46.25,BPM3100
2001-03-30T09:59:00-06:00,1036,MAXIMO,APPR,MAXIMO,2001-03-30T09:59:00-06:00,471,EAGLENA,1036,APPR,0,INS15210,18.5,5,BEDFORD,Closed,8,0,0,1,Work Order,,Inspect and Repair Relay,11430,0,,18.5,BR430
2001-03-30T09:59:00-06:00,1036,MAXIMO,INPRG,MAXIMO,2001-03-30T09:59:00-06:00,472,EAGLENA,1036,INPRG,0,INS15210,18.5,5,BEDFORD,Closed,8,0,0,1,Work Order,,Inspect and Repair Relay,11430,0,,18.5,BR430
2001-03-30T09:59:00-06:00,1036,MAXIMO,COMP,MAXIMO,2001-03-30T09:59:00-06:00,473,EAGLENA,1036,COMP,0,INS15210,18.5,5,BEDFORD,Closed,8,0,0,1,Work Order,,Inspect and Repair Relay,11430,0,,18.5,BR430
2001-03-30T09:39:00-06:00,1036,MAXIMO,WAPPR,MAXIMO,2001-03-30T09:39:00-06:00,520,EAGLENA,1036,WAPPR,0,INS15210,18.5,5,BEDFORD,Closed,8,0,0,1,Work Order,,Inspect and Repair Relay,11430,0,,18.5,BR430
2001-03-30T09:59:00-06:00,1036,MAXIMO,CLOSE,MAXIMO,2001-03-30T09:59:00-06:00,521,EAGLENA,1036,CLOSE,0,INS15210,18.5,5,BEDFORD,Closed,8,0,0,1,Work Order,,Inspect and Repair Relay,11430,0,,18.5,BR430
2001-03-30T10:02:00-06:00,1037,MAXIMO,WAPPR,MAXIMO,2001-03-30T10:02:00-06:00,474,EAGLENA,1037,WAPPR,0,JP11430,74,5,BEDFORD,Closed,8,0,0,1,Work Order,MILLER,Centrifugal Pump Service - 12 Month,11430,0,,74,BR430
2001-03-30T10:12:00-06:00,1037,MAXIMO,APPR,MAXIMO,2001-03-30T10:12:00-06:00,475,EAGLENA,1037,APPR,0,JP11430,74,5,BEDFORD,Closed,8,0,0,1,Work Order,MILLER,Centrifugal Pump Service - 12 Month,11430,0,,74,BR430
2001-03-30T10:12:00-06:00,1037,MAXIMO,INPRG,MAXIMO,2001-03-30T10:12:00-06:00,476,EAGLENA,1037,INPRG,0,JP11430,74,5,BEDFORD,Closed,8,0,0,1,Work Order,MILLER,Centrifugal Pump Service - 12 Month,11430,0,,74,BR430
2001-03-30T10:12:00-06:00,1037,MAXIMO,CLOSE,MAXIMO,2001-03-30T10:12:00-06:00,477,EAGLENA,1037,CLOSE,0,JP11430,74,5,BEDFORD,Closed,8,0,0,1,Work Order,MILLER,Centrifugal Pump Service - 12 Month,11430,0,,74,BR430
2001-03-30T10:12:00-06:00,1037,MAXIMO,COMP,MAXIMO,2001-03-30T10:12:00-06:00,522,EAGLENA,1037,COMP,0,JP11430,74,5,BEDFORD,Closed,8,0,0,1,Work Order,MILLER,Centrifugal Pump Service - 12 Month,11430,0,,74,BR430
2000-04-21T15:26:00-05:00,1040,MAXIMO,WAPPR,MAXIMO,2000-04-21T15:26:00-05:00,480,EAGLENA,1040,WAPPR,0,,0,5,BEDFORD,Waiting on approval,3,0,0,3,Work Order,ED,Dig hole for new service pole,52300,0,,0,POLE300
2000-04-21T15:27:00-05:00,1041,MAXIMO,WAPPR,MAXIMO,2000-04-21T15:27:00-05:00,481,EAGLENA,1041,WAPPR,0,,0,5,BEDFORD,Waiting on approval,3,0,0,3,Work Order,ED,Install new pole,52300,0,,280,POLE300
2000-04-21T15:30:00-05:00,1042,MAXIMO,WAPPR,MAXIMO,2000-04-21T15:30:00-05:00,482,EAGLENA,1042,WAPPR,0,,0,5,BEDFORD,Waiting on approval,3,0,0,3,Work Order,ED,Transfer cables from old pole to new pole,52300,0,,255,POLE300
2000-12-12T08:48:00-06:00,1043,MAXIMO,WAPPR,MAXIMO,2000-12-12T08:48:00-06:00,484,EAGLENA,1043,WAPPR,0,,0,5,BEDFORD,Waiting on approval,3,0,0,3,Work Order,ED,Remove old pole,52300,0,,0,POLE300
2000-04-25T14:41:00-05:00,1045,MAXIMO,WAPPR,MAXIMO,2000-04-25T14:41:00-05:00,483,EAGLENA,1045,WAPPR,0,,200,,BEDFORD,Waiting on material,2,0,0,2,Work Order,,Replace broken office window,,0,,200,OFF103
2003-02-27T10:00:44-06:00,1045,SMITH,WMATL,SMITH,2003-02-27T10:00:44-06:00,794,EAGLENA,1045,WMATL,0,,200,,BEDFORD,Waiting on material,2,0,0,2,Work Order,,Replace broken office window,,0,,200,OFF103
2002-03-01T14:16:00-06:00,1070,WINSTON,WAPPR,WINSTON,2002-03-01T14:16:00-06:00,784,EAGLENA,1070,WAPPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,DISCONNECT POWER,,0,,0,
2002-03-01T14:17:53-06:00,1070,WINSTON,APPR,WINSTON,2002-03-01T14:17:53-06:00,789,EAGLENA,1070,APPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,DISCONNECT POWER,,0,,0,
2002-03-01T14:16:32-06:00,1071,WINSTON,WAPPR,WINSTON,2002-03-01T14:16:32-06:00,783,EAGLENA,1071,WAPPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,FIND CAUSE OF JAM,,0,,0,
2002-03-01T14:17:53-06:00,1071,WINSTON,APPR,WINSTON,2002-03-01T14:17:53-06:00,788,EAGLENA,1071,APPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,FIND CAUSE OF JAM,,0,,0,
2002-03-01T14:16:52-06:00,1072,WINSTON,WAPPR,WINSTON,2002-03-01T14:16:52-06:00,782,EAGLENA,1072,WAPPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,FIX,,0,,0,
2002-03-01T14:17:53-06:00,1072,WINSTON,APPR,WINSTON,2002-03-01T14:17:53-06:00,787,EAGLENA,1072,APPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,FIX,,0,,0,
2002-03-01T14:17:24-06:00,1073,WINSTON,WAPPR,WINSTON,2002-03-01T14:17:24-06:00,781,EAGLENA,1073,WAPPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,REASSEMBLE,,0,,0,
2002-03-01T14:17:53-06:00,1073,WINSTON,APPR,WINSTON,2002-03-01T14:17:53-06:00,786,EAGLENA,1073,APPR,0,,0,,LAREDO,Approved,,0,0,,Activity,,REASSEMBLE,,0,,0,
2004-05-14T09:16:25-05:00,1077,HUNTER,WAPPR,HUNTER,2004-05-14T09:16:25-05:00,824,EAGLENA,1077,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Work Order,,Move all assets from one office to another,,0,,0,6THFLOOR
2004-05-14T09:19:50-05:00,1078,HUNTER,WAPPR,HUNTER,2004-05-14T09:19:50-05:00,825,EAGLENA,1078,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Teardown PCs,,0,,0,6THFLOOR
2004-05-14T10:37:09-05:00,1079,HUNTER,WAPPR,HUNTER,2004-05-14T10:37:09-05:00,826,EAGLENA,1079,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Pack computers,,0,,0,6THFLOOR
2004-05-14T10:42:59-05:00,1081,HUNTER,WAPPR,HUNTER,2004-05-14T10:42:59-05:00,827,EAGLENA,1081,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Case Monitors,,0,,0,6THFLOOR
2004-05-14T10:43:41-05:00,1082,HUNTER,WAPPR,HUNTER,2004-05-14T10:43:41-05:00,828,EAGLENA,1082,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Move materials,,0,,0,6THFLOOR
2004-05-14T10:44:17-05:00,1083,HUNTER,WAPPR,HUNTER,2004-05-14T10:44:17-05:00,829,EAGLENA,1083,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Unpack materials,,0,,0,6THFLOOR
2004-05-14T10:45:10-05:00,1084,HUNTER,WAPPR,HUNTER,2004-05-14T10:45:10-05:00,830,EAGLENA,1084,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Install PCs in respective cubes,,0,,0,6THFLOOR
2004-05-14T10:45:57-05:00,1085,HUNTER,WAPPR,HUNTER,2004-05-14T10:45:57-05:00,831,EAGLENA,1085,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Confirm final asset data,,0,,0,6THFLOOR
2004-05-14T10:46:44-05:00,1086,HUNTER,WAPPR,HUNTER,2004-05-14T10:46:44-05:00,832,EAGLENA,1086,WAPPR,0,,0,,MCLEAN,Waiting on approval,,0,0,,Activity,,Close WO,,0,,0,6THFLOOR
2004-06-18T14:21:00-05:00,1087,WILSON,WAPPR,WILSON,2004-06-18T14:21:00-05:00,833,EAGLENA,1087,WAPPR,0,,0,,BEDFORD,Approved,5,0,0,5,Change,,Request for OS upgrade to Windows XP,,0,,0,
2004-09-02T16:59:21-05:00,1087,SHYLA,APPR,SHYLA,2004-09-02T16:59:21-05:00,870,EAGLENA,1087,APPR,0,,0,,BEDFORD,Approved,5,0,0,5,Change,,Request for OS upgrade to Windows XP,,0,,0,
2004-08-31T14:56:20-05:00,1088,MURTHY,WAPPR,MURTHY,2004-08-31T14:56:20-05:00,834,EAGLENA,1088,WAPPR,0,,0,,BEDFORD,Completed,1,0,0,1,Change,,Install additional memory in users Laptop,,0,,0,
2004-09-02T17:03:04-05:00,1088,SHYLA,COMP,SHYLA,2004-09-02T17:03:04-05:00,871,EAGLENA,1088,COMP,0,,0,,BEDFORD,Completed,1,0,0,1,Change,,Install additional memory in users Laptop,,0,,0,
2004-08-31T15:54:52-05:00,1089,MOTIKA,WAPPR,MOTIKA,2004-08-31T15:54:52-05:00,835,EAGLENA,1089,WAPPR,0,,0,,BEDFORD,Waiting on material,3,0,0,3,Change,,Need MS SQL in my development computer.,,0,,0,
2004-09-02T17:08:02-05:00,1089,SHYLA,WMATL,SHYLA,2004-09-02T17:08:02-05:00,879,EAGLENA,1089,WMATL,0,,0,,BEDFORD,Waiting on material,3,0,0,3,Change,,Need MS SQL in my development computer.,,0,,0,
2004-08-31T16:02:56-05:00,1090,MOTIKA,WAPPR,MOTIKA,2004-08-31T16:02:56-05:00,836,EAGLENA,1090,WAPPR,0,,0,,BEDFORD,Waiting on approval,3,0,0,3,Change,ED,Move computer,,0,,0,
2004-08-31T16:05:36-05:00,1091,MOTIKA,WAPPR,MOTIKA,2004-08-31T16:05:36-05:00,837,EAGLENA,1091,WAPPR,0,,0,,BEDFORD,Approved,3,0,0,3,Change,ED,New employee setup.,,0,,0,
2004-09-01T09:57:53-05:00,1091,WILSON,APPR,WILSON,2004-09-01T09:57:53-05:00,849,EAGLENA,1091,APPR,0,,0,,BEDFORD,Approved,3,0,0,3,Change,ED,New employee setup.,,0,,0,
2004-08-31T16:53:30-05:00,1092,MURTHY,WAPPR,MURTHY,2004-08-31T16:53:30-05:00,838,EAGLENA,1092,WAPPR,0,,0,,BEDFORD,In progress,3,0,0,3,Change,,Change Users Hard Drive on Laptop,,0,,0,
2004-08-31T17:03:06-05:00,1092,MURTHY,INPRG,MURTHY,2004-08-31T17:03:06-05:00,839,EAGLENA,1092,INPRG,0,,0,,BEDFORD,In progress,3,0,0,3,Change,,Change Users Hard Drive on Laptop,,0,,0,
2004-09-01T08:13:53-05:00,1093,MURTHY,WAPPR,MURTHY,2004-09-01T08:13:53-05:00,840,EAGLENA,1093,WAPPR,0,,0,,BEDFORD,Waiting on approval,2,0,0,2,Change,ED,Request PC and Phone Move,,0,,0,
2004-09-01T08:23:36-05:00,1094,MURTHY,WAPPR,MURTHY,2004-09-01T08:23:36-05:00,841,EAGLENA,1094,WAPPR,0,,0,,BEDFORD,Waiting on approval,2,0,0,2,Activity,,Move Phone Connection to C-234,,0,,0,
2004-09-01T08:24:16-05:00,1095,MURTHY,WAPPR,MURTHY,2004-09-01T08:24:16-05:00,842,EAGLENA,1095,WAPPR,0,,0,,BEDFORD,Waiting on approval,2,0,0,2,Activity,,Move PC to C-234,,0,,0,
2004-09-01T08:48:00-05:00,1096,MURTHY,WAPPR,MURTHY,2004-09-01T08:48:00-05:00,844,EAGLENA,1096,WAPPR,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate DB - ERP Down,,0,,0,
2004-09-01T09:48:42-05:00,1096,WILSON,INPRG,WILSON,2004-09-01T09:48:42-05:00,847,EAGLENA,1096,INPRG,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate DB - ERP Down,,0,,0,
2004-09-01T09:49:01-05:00,1096,WILSON,COMP,WILSON,2004-09-01T09:49:01-05:00,848,EAGLENA,1096,COMP,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate DB - ERP Down,,0,,0,
2004-09-01T08:48:01-05:00,1097,MURTHY,WAPPR,MURTHY,2004-09-01T08:48:01-05:00,843,EAGLENA,1097,WAPPR,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate Network - ERP down,,0,,0,
2004-09-01T09:45:27-05:00,1097,WILSON,INPRG,WILSON,2004-09-01T09:45:27-05:00,845,EAGLENA,1097,INPRG,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate Network - ERP down,,0,,0,
2004-09-01T09:45:46-05:00,1097,WILSON,COMP,WILSON,2004-09-01T09:45:46-05:00,846,EAGLENA,1097,COMP,0,,0,,BEDFORD,Completed,1,0,0,1,Activity,,Investigate Network - ERP down,,0,,0,
2004-09-02T11:33:30-05:00,1098,MURTHY,WAPPR,MURTHY,2004-09-02T11:33:30-05:00,851,EAGLENA,1098,WAPPR,0,,0,,BEDFORD,Waiting on approval,1,0,0,1,Activity,ED,Investigate Poor Network Performance,,0,,0,
2004-09-02T11:33:31-05:00,1099,MURTHY,WAPPR,MURTHY,2004-09-02T11:33:31-05:00,850,EAGLENA,1099,WAPPR,0,,0,,BEDFORD,Waiting on approval,1,0,0,1,Activity,ED,Investigate Poor Network Performance,,0,,0,
2004-09-02T11:52:01-05:00,1100,MURTHY,WAPPR,MURTHY,2004-09-02T11:52:01-05:00,855,EAGLENA,1100,WAPPR,0,,0,,BEDFORD,Closed,2,0,0,2,Activity,,Secure Room for Required Number Attendees,,0,,0,
2004-09-02T11:59:42-05:00,1100,MURTHY,COMP,MURTHY,2004-09-02T11:59:42-05:00,856,EAGLENA,1100,COMP,0,,0,,BEDFORD,Closed,2,0,0,2,Activity,,Secure Room for Required Number Attendees,,0,,0,
2004-10-07T08:17:54-05:00,1100,WILSON,CLOSE,WILSON,2004-10-07T08:17:54-05:00,920,EAGLENA,1100,CLOSE,0,,0,,BEDFORD,Closed,2,0,0,2,Activity,,Secure Room for Required Number Attendees,,0,,0,
2004-09-02T11:52:01-05:00,1101,MURTHY,WAPPR,MURTHY,2004-09-02T11:52:01-05:00,854,EAGLENA,1101,WAPPR,0,,0,,BEDFORD,Closed,2,0,0,2,Activity,,Arrange for Required Audio/Visual Equipment,,0,,0,
